userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Keyz,5,2023-08-09 05:05:29,"Sangat membantu, tapi tolong berbayar dan diberi limit perhari saja agar tidak banyak yang memakai dan menyalahgunakannya",Positive,sangat membantu tapi tolong berbayar dan diberi limit perhari saja agar tidak banyak yang memakai dan menyalahgunakannya,membantu tolong berbayar limit perhari memakai menyalahgunakannya,"['membantu', 'tolong', 'berbayar', 'limit', 'perhari', 'memakai', 'menyalahgunakannya']",bantu tolong bayar limit hari pakai menyalahgunakannya
Hidayati Ana,5,2023-09-12 00:16:09,"sangat luar biasa, setelah ditunggu sekian lama akhirnya aplikasi nya launching juga. terimakasih developer",Positive,sangat luar biasa setelah ditunggu sekian lama akhirnya aplikasi nya launching juga terimakasih developer,ditunggu sekian aplikasi nya launching terimakasih developer,"['ditunggu', 'sekian', 'aplikasi', 'nya', 'launching', 'terimakasih', 'developer']",tunggu sekian aplikasi nya launching terimakasih developer
Yulius Evan Karunia,5,2023-08-04 15:36:02,"Bagus tapi, tolong tambahkan fitur untuk menyimpan chat yg lama, untuk nantinya dipakai lagi seperti versi web",Positive,bagus tapi tolong tambahkan fitur untuk menyimpan chat yg lama untuk nantinya dipakai lagi seperti versi web,bagus tolong tambahkan fitur menyimpan chat yg dipakai versi web,"['bagus', 'tolong', 'tambahkan', 'fitur', 'menyimpan', 'chat', 'yg', 'dipakai', 'versi', 'web']",bagus tolong tambah fitur simpan chat yg pakai versi web
Supra Ex,1,2023-08-24 02:32:59,"Kenapa saya tidak bisa login di aplikasi ini, sudah berulang kali login dengan email, akkun google tetap tidak ada respon.. Apa solusinya?",Negative,kenapa saya tidak bisa login di aplikasi ini sudah berulang kali login dengan email akkun google tetap tidak ada respon apa solusinya,login aplikasi berulang kali login email akkun google respon solusinya,"['login', 'aplikasi', 'berulang', 'kali', 'login', 'email', 'akkun', 'google', 'respon', 'solusinya']",login aplikasi ulang kali login email akkun google respon solusi
rifqi farizi,5,2023-09-18 22:51:51,Ai makin berkembang tapi harus di upgrade lagi sih biar makin 100% akurat,Positive,ai makin berkembang tapi harus di upgrade lagi sih biar makin  akurat,ai berkembang upgrade sih biar akurat,"['ai', 'berkembang', 'upgrade', 'sih', 'biar', 'akurat']",ai kembang upgrade sih biar akurat
Mochamad Rivaldi,5,2023-08-31 09:11:58,"Baguss, ChatGPT sangat membantu saya ketika dalam melakukan pekerjaan dan masih banyak lainnya. Terus kembangkan untuk selalu menjadi yang terbaik 👍👍",Positive,baguss chatgpt sangat membantu saya ketika dalam melakukan pekerjaan dan masih banyak lainnya terus kembangkan untuk selalu menjadi yang terbaik ,baguss chatgpt membantu pekerjaan kembangkan terbaik,"['baguss', 'chatgpt', 'membantu', 'pekerjaan', 'kembangkan', 'terbaik']",baguss chatgpt bantu kerja kembang baik
Shinta Komala,5,2023-10-04 17:18:01,Sangat bermanfaat bagi anak Sekolah yg kurang Mengerti mathematika,Positive,sangat bermanfaat bagi anak sekolah yg kurang mengerti mathematika,bermanfaat anak sekolah yg mengerti mathematika,"['bermanfaat', 'anak', 'sekolah', 'yg', 'mengerti', 'mathematika']",manfaat anak sekolah yg erti mathematika
Muhammad Tesya Abdullah,5,2023-08-16 10:32:04,"Apk nya bagus mungkin yang kurang itu cuma pengetahuan yg terbatas di September 2021 serta, tolong next update kasih fitur web, gambar dll 👍",Positive,apk nya bagus mungkin yang kurang itu cuma pengetahuan yg terbatas di september  serta tolong next update kasih fitur web gambar dll ,apk nya bagus pengetahuan yg terbatas september tolong next update kasih fitur web gambar dll,"['apk', 'nya', 'bagus', 'pengetahuan', 'yg', 'terbatas', 'september', 'tolong', 'next', 'update', 'kasih', 'fitur', 'web', 'gambar', 'dll']",apk nya bagus tahu yg batas september tolong next update kasih fitur web gambar dll
Muhammad Kori,5,2023-09-10 10:22:00,"Pengalaman yang seru melalui gptrain , kalian coba tidak rugi didalamnya semua pertanyaan pasti terjawab tentunya yang masuk akal yaa....",Positive,pengalaman yang seru melalui gptrain  kalian coba tidak rugi didalamnya semua pertanyaan pasti terjawab tentunya yang masuk akal yaa,pengalaman seru gptrain coba rugi didalamnya terjawab masuk akal yaa,"['pengalaman', 'seru', 'gptrain', 'coba', 'rugi', 'didalamnya', 'terjawab', 'masuk', 'akal', 'yaa']",alam seru gptrain coba rugi dalam jawab masuk akal yaa
Azkha Adittya,5,2023-09-28 12:18:51,aplikasi nya bagus cocok untuk mengurangi kegabutan,Positive,aplikasi nya bagus cocok untuk mengurangi kegabutan,aplikasi nya bagus cocok mengurangi kegabutan,"['aplikasi', 'nya', 'bagus', 'cocok', 'mengurangi', 'kegabutan']",aplikasi nya bagus cocok kurang kegabutan
kang li chanel,4,2023-08-18 05:02:27,"Aplikasi simple yang sangat bermanfaat! Thanks for app, semoga kedepannya makin berkembang dan memberikan banyak manfaatnya. Good job",Positive,aplikasi simple yang sangat bermanfaat thanks for app semoga kedepannya makin berkembang dan memberikan banyak manfaatnya good job,aplikasi simple bermanfaat thanks for app semoga kedepannya berkembang manfaatnya good job,"['aplikasi', 'simple', 'bermanfaat', 'thanks', 'for', 'app', 'semoga', 'kedepannya', 'berkembang', 'manfaatnya', 'good', 'job']",aplikasi simple manfaat thanks for app moga depan kembang manfaat good job
Rizky,5,2023-09-21 08:40:11,Aplikasinya sudah bagus tapi tanggal update di percepat agar informasi lebih luas THANKS FOR YOU,Positive,aplikasinya sudah bagus tapi tanggal update di percepat agar informasi lebih luas thanks for you,aplikasinya bagus tanggal update percepat informasi luas thanks for you,"['aplikasinya', 'bagus', 'tanggal', 'update', 'percepat', 'informasi', 'luas', 'thanks', 'for', 'you']",aplikasi bagus tanggal update cepat informasi luas thanks for you
Awang Suardi Bangka,5,2023-09-13 11:55:29,recomend banget. karena cukup jadi solusi cerdas untuk pencarian masalah yang sedang dihadapi.,Positive,recomend banget karena cukup jadi solusi cerdas untuk pencarian masalah yang sedang dihadapi,recomend banget solusi cerdas pencarian dihadapi,"['recomend', 'banget', 'solusi', 'cerdas', 'pencarian', 'dihadapi']",recomend banget solusi cerdas cari hadap
Rafiati Alwiah,5,2023-09-17 10:53:57,jawaban yang di berikan sesuai dgn harapan serta sangat cepat dalam memberikan jawaban tidak ada iklan,Positive,jawaban yang di berikan sesuai dgn harapan serta sangat cepat dalam memberikan jawaban tidak ada iklan,sesuai dgn harapan cepat iklan,"['sesuai', 'dgn', 'harapan', 'cepat', 'iklan']",sesuai dgn harap cepat iklan
Abyan Abimanyu,5,2023-09-16 19:52:24,"sangat membantu tugas perkuliahan, setidaknya untuk paraphrase dan mengurutkan",Positive,sangat membantu tugas perkuliahan setidaknya untuk paraphrase dan mengurutkan,membantu tugas perkuliahan paraphrase mengurutkan,"['membantu', 'tugas', 'perkuliahan', 'paraphrase', 'mengurutkan']",bantu tugas kuliah paraphrase urut
Davidteguh,5,2023-09-12 20:22:14,Bagus banget aplikasi nya tapi... terkadang beberapa pertanyaan lama banget dijawab tolong ditingkatkan lagi AI nya 🙏🙏,Positive,bagus banget aplikasi nya tapi terkadang beberapa pertanyaan lama banget dijawab tolong ditingkatkan lagi ai nya ,bagus banget aplikasi nya terkadang banget tolong ditingkatkan ai nya,"['bagus', 'banget', 'aplikasi', 'nya', 'terkadang', 'banget', 'tolong', 'ditingkatkan', 'ai', 'nya']",bagus banget aplikasi nya terkadang banget tolong tingkat ai nya
MARIA DEVINA,5,2023-09-13 11:29:09,sejauh ini bagus untuk mencari ide konten dan juga script untuk mereview produk yang dijual.,Positive,sejauh ini bagus untuk mencari ide konten dan juga script untuk mereview produk yang dijual,bagus mencari ide konten script mereview produk dijual,"['bagus', 'mencari', 'ide', 'konten', 'script', 'mereview', 'produk', 'dijual']",bagus cari ide konten script mereview produk jual
Muhammad Rafifalfarizi,5,2023-09-11 22:45:04,"Chat gt sangatlah membantu saya dalam informasi penting, akan tetapi chatgpt hanya memberikan informasi hingga September 2021 , mohon untuk ditingkatkan lagi untuk informasinya agar akurat dan valid, oke sekian nih bintang 🌟🌟🌟🌟🌟 beri apresiasi untuk chatgpt",Positive,chat gt sangatlah membantu saya dalam informasi penting akan tetapi chatgpt hanya memberikan informasi hingga september   mohon untuk ditingkatkan lagi untuk informasinya agar akurat dan valid oke sekian nih bintang  beri apresiasi untuk chatgpt,chat gt membantu informasi chatgpt informasi september mohon ditingkatkan informasinya akurat valid oke sekian nih bintang apresiasi chatgpt,"['chat', 'gt', 'membantu', 'informasi', 'chatgpt', 'informasi', 'september', 'mohon', 'ditingkatkan', 'informasinya', 'akurat', 'valid', 'oke', 'sekian', 'nih', 'bintang', 'apresiasi', 'chatgpt']",chat gt bantu informasi chatgpt informasi september mohon tingkat informasi akurat valid oke sekian nih bintang apresiasi chatgpt
Siska Amelia,5,2023-09-07 16:03:12,"Chat Gpt memang hebat,aku suka sangat membantu untuk sercing tugas dengan cepat..",Positive,chat gpt memang hebataku suka sangat membantu untuk sercing tugas dengan cepat,chat gpt hebataku suka membantu sercing tugas cepat,"['chat', 'gpt', 'hebataku', 'suka', 'membantu', 'sercing', 'tugas', 'cepat']",chat gpt hebataku suka bantu sercing tugas cepat
Muh Fadli,5,2023-09-15 13:44:05,"Aplikasi ini sangat membantu mengerjakan tugas yang susah, tapi dengan adanya ini jadi clear dah tugasku 🙏🙏👍",Positive,aplikasi ini sangat membantu mengerjakan tugas yang susah tapi dengan adanya ini jadi clear dah tugasku ,aplikasi membantu tugas susah clear dah tugasku,"['aplikasi', 'membantu', 'tugas', 'susah', 'clear', 'dah', 'tugasku']",aplikasi bantu tugas susah clear dah tugas
Jodi Pratama Siregar,4,2023-09-09 22:33:47,"Aplikasinya udh bagus, tapi kadang AI gak bisa menjawab pertanyaan apa yang kita berikan.",Positive,aplikasinya udh bagus tapi kadang ai gak bisa menjawab pertanyaan apa yang kita berikan,aplikasinya udh bagus kadang ai gak,"['aplikasinya', 'udh', 'bagus', 'kadang', 'ai', 'gak']",aplikasi udh bagus kadang ai gak
INFINIX SMARTPHONE,5,2023-09-09 10:04:48,"bagus banget pliss😭, tpi tolong jaga tingkat keamanan nya yaaa",Positive,bagus banget pliss tpi tolong jaga tingkat keamanan nya yaaa,bagus banget pliss tpi tolong jaga tingkat keamanan nya yaaa,"['bagus', 'banget', 'pliss', 'tpi', 'tolong', 'jaga', 'tingkat', 'keamanan', 'nya', 'yaaa']",bagus banget pliss tpi tolong jaga tingkat aman nya yaaa
Andy Marisa,1,2023-08-05 23:13:45,"Network error terus, hampir gak bisa digunakan. Padahal jaringan bagus. Uninstall aja deh, tidak berguna",Negative,network error terus hampir gak bisa digunakan padahal jaringan bagus uninstall aja deh tidak berguna,network error gak jaringan bagus uninstall aja deh berguna,"['network', 'error', 'gak', 'jaringan', 'bagus', 'uninstall', 'aja', 'deh', 'berguna']",network error gak jaring bagus uninstall aja deh guna
Ihsan Kurniawan,5,2023-10-03 06:35:04,"Aplikasi yang sangat bermanfaat, smoga databasenya selalui diperbaharui tiap hari oleh developer",Positive,aplikasi yang sangat bermanfaat smoga databasenya selalui diperbaharui tiap hari oleh developer,aplikasi bermanfaat smoga databasenya selalui diperbaharui developer,"['aplikasi', 'bermanfaat', 'smoga', 'databasenya', 'selalui', 'diperbaharui', 'developer']",aplikasi manfaat smoga databasenya selalu baharu developer
Rapi Da,5,2023-08-19 11:37:32,Sangat mudah mencari informasi . Dan setiap kekurangan pasti ada kelebihan,Positive,sangat mudah mencari informasi  dan setiap kekurangan pasti ada kelebihan,mudah mencari informasi kekurangan kelebihan,"['mudah', 'mencari', 'informasi', 'kekurangan', 'kelebihan']",mudah cari informasi kurang lebih
bagus bagus dani,5,2023-10-03 19:58:35,"aplikasi nya sangat membantu, dan tolong diperbarui agar informasi nya menjadi 2023",Positive,aplikasi nya sangat membantu dan tolong diperbarui agar informasi nya menjadi ,aplikasi nya membantu tolong diperbarui informasi nya,"['aplikasi', 'nya', 'membantu', 'tolong', 'diperbarui', 'informasi', 'nya']",aplikasi nya bantu tolong baru informasi nya
zamzami alfharedo,5,2023-09-11 11:47:29,Lumayan bagusss tapi batas nya pertanyaan sampai 2021 doang mungkin kedepannya ada update yang bagus 👊🏻,Positive,lumayan bagusss tapi batas nya pertanyaan sampai  doang mungkin kedepannya ada update yang bagus ,lumayan bagusss batas nya doang kedepannya update bagus,"['lumayan', 'bagusss', 'batas', 'nya', 'doang', 'kedepannya', 'update', 'bagus']",lumayan bagusss batas nya doang depan update bagus
KHOMAIDI,5,2023-09-04 12:42:57,"""Saya sangat terkesan dengan kemampuan ChatGPT. Ini adalah asisten pintar yang membantu saya dengan berbagai pertanyaan dan tugas. Saya benar-benar menghargai respons cepat dan informasi yang berguna yang diberikan. Terima kasih, ChatGPT!""",Positive,saya sangat terkesan dengan kemampuan chatgpt ini adalah asisten pintar yang membantu saya dengan berbagai pertanyaan dan tugas saya benarbenar menghargai respons cepat dan informasi yang berguna yang diberikan terima kasih chatgpt,terkesan kemampuan chatgpt asisten pintar membantu tugas benarbenar menghargai respons cepat informasi berguna terima kasih chatgpt,"['terkesan', 'kemampuan', 'chatgpt', 'asisten', 'pintar', 'membantu', 'tugas', 'benarbenar', 'menghargai', 'respons', 'cepat', 'informasi', 'berguna', 'terima', 'kasih', 'chatgpt']",kes mampu chatgpt asisten pintar bantu tugas benarbenar harga respons cepat informasi guna terima kasih chatgpt
Mr. Acho,5,2023-08-11 13:07:19,app ini sangat membantu sekali...memudahkan para conten creatif untuk mendapatkan ide ide yg positif,Positive,app ini sangat membantu sekalimemudahkan para conten creatif untuk mendapatkan ide ide yg positif,app membantu sekalimemudahkan conten creatif ide ide yg positif,"['app', 'membantu', 'sekalimemudahkan', 'conten', 'creatif', 'ide', 'ide', 'yg', 'positif']",app bantu sekalimemudahkan conten creatif ide ide yg positif
fαɾнawc,5,2023-08-22 11:02:20,"sangat membantu dalam menyelesaikan masalah,maupun dari pelajaran,atau hal lainnya, kekurangan nya hanya batas 2 jam,dan batas pengetahuan 2021",Positive,sangat membantu dalam menyelesaikan masalahmaupun dari pelajaranatau hal lainnya kekurangan nya hanya batas  jamdan batas pengetahuan ,membantu menyelesaikan masalahmaupun pelajaranatau kekurangan nya batas jamdan batas pengetahuan,"['membantu', 'menyelesaikan', 'masalahmaupun', 'pelajaranatau', 'kekurangan', 'nya', 'batas', 'jamdan', 'batas', 'pengetahuan']",bantu selesai masalahmaupun pelajaranatau kurang nya batas jamdan batas tahu
Rizal,4,2023-07-30 11:43:36,"Udah bagus, cuma saran saya , dinext update tolong tambahkan edit pesan yang sudah dikirim, seperti yang di web",Positive,udah bagus cuma saran saya  dinext update tolong tambahkan edit pesan yang sudah dikirim seperti yang di web,udah bagus saran dinext update tolong tambahkan edit pesan dikirim web,"['udah', 'bagus', 'saran', 'dinext', 'update', 'tolong', 'tambahkan', 'edit', 'pesan', 'dikirim', 'web']",udah bagus saran dinext update tolong tambah edit pesan kirim web
Dedy zee,4,2023-07-29 13:19:26,"Bagus juga apps ini,tapi sayangnya chat GPT tidak bisa berbicara, semoga kedepannya bisa di buat untuk bersuara",Positive,bagus juga apps initapi sayangnya chat gpt tidak bisa berbicara semoga kedepannya bisa di buat untuk bersuara,bagus apps initapi sayangnya chat gpt berbicara semoga kedepannya bersuara,"['bagus', 'apps', 'initapi', 'sayangnya', 'chat', 'gpt', 'berbicara', 'semoga', 'kedepannya', 'bersuara']",bagus apps initapi sayang chat gpt bicara moga depan suara
Yopi Kurniadi,5,2023-07-29 14:55:31,"Mantap... Keren 👍👍👍 jawaban2 terjadi secara pada umumnya/garis besarnya, manusiawi, signifikan, logic, keamanan, privasi dan legal...",Positive,mantap keren  jawaban terjadi secara pada umumnyagaris besarnya manusiawi signifikan logic keamanan privasi dan legal,mantap keren umumnyagaris besarnya manusiawi signifikan logic keamanan privasi legal,"['mantap', 'keren', 'umumnyagaris', 'besarnya', 'manusiawi', 'signifikan', 'logic', 'keamanan', 'privasi', 'legal']",mantap keren umumnyagaris besar manusiawi signifikan logic aman privasi legal
Dchrys 20,5,2023-07-28 17:23:03,"Aplikasi nya sangat bagus , karena bisa membantu kita untuk mengerjakan tugas tugas sekolah",Positive,aplikasi nya sangat bagus  karena bisa membantu kita untuk mengerjakan tugas tugas sekolah,aplikasi nya bagus membantu tugas tugas sekolah,"['aplikasi', 'nya', 'bagus', 'membantu', 'tugas', 'tugas', 'sekolah']",aplikasi nya bagus bantu tugas tugas sekolah
HASYIM56,5,2023-08-30 01:54:43,"Saya sangat puas setelah menggunakan chagpt ini, karena sudah memberikan jawaban yang sangat akurat dan juga sangat membantu saya dalam mengerjakan pr (pekerjaan rumah) 🗿",Positive,saya sangat puas setelah menggunakan chagpt ini karena sudah memberikan jawaban yang sangat akurat dan juga sangat membantu saya dalam mengerjakan pr pekerjaan rumah ,puas chagpt akurat membantu pr pekerjaan rumah,"['puas', 'chagpt', 'akurat', 'membantu', 'pr', 'pekerjaan', 'rumah']",puas chagpt akurat bantu pr kerja rumah
Ilham,5,2023-07-29 06:35:54,"Terimakasih untuk developer aplikasi yang sangat berguna fast dalam memberikan jawaban, semoga bisa lebih baik kedepan nya thanks 😀😀",Positive,terimakasih untuk developer aplikasi yang sangat berguna fast dalam memberikan jawaban semoga bisa lebih baik kedepan nya thanks ,terimakasih developer aplikasi berguna fast semoga kedepan nya thanks,"['terimakasih', 'developer', 'aplikasi', 'berguna', 'fast', 'semoga', 'kedepan', 'nya', 'thanks']",terimakasih developer aplikasi guna fast moga depan nya thanks
Rizki,4,2023-08-13 17:57:56,"sudah sangat bagus, namun setiap jawaban masih tersa sedikit kaku namun itu bisa diperbaiki",Positive,sudah sangat bagus namun setiap jawaban masih tersa sedikit kaku namun itu bisa diperbaiki,bagus tersa kaku diperbaiki,"['bagus', 'tersa', 'kaku', 'diperbaiki']",bagus tersa kaku baik
Melzy Craft,5,2023-08-28 19:39:32,akhirnya liris versi play store nya aku harap banyak fitur yang akan di tambahkan di sini contoh : text to image,Positive,akhirnya liris versi play store nya aku harap banyak fitur yang akan di tambahkan di sini contoh  text to image,liris versi play store nya harap fitur tambahkan contoh text to image,"['liris', 'versi', 'play', 'store', 'nya', 'harap', 'fitur', 'tambahkan', 'contoh', 'text', 'to', 'image']",liris versi play store nya harap fitur tambah contoh text to image
Alvin Kalacakra,5,2023-07-28 10:33:45,"App yg bagus utk bisa akses ChatGPT tanpa web browser, mungkin kedepannya bisa ditingkatkan lagi",Positive,app yg bagus utk bisa akses chatgpt tanpa web browser mungkin kedepannya bisa ditingkatkan lagi,app yg bagus utk akses chatgpt web browser kedepannya ditingkatkan,"['app', 'yg', 'bagus', 'utk', 'akses', 'chatgpt', 'web', 'browser', 'kedepannya', 'ditingkatkan']",app yg bagus utk akses chatgpt web browser depan tingkat
Agus Pribadi,5,2023-07-29 10:17:06,"Ringan banget dan bisa lebih efektif menggunakan suara, jadi lebih cepat.",Positive,ringan banget dan bisa lebih efektif menggunakan suara jadi lebih cepat,ringan banget efektif suara cepat,"['ringan', 'banget', 'efektif', 'suara', 'cepat']",ringan banget efektif suara cepat
Ahmad Burhani,5,2023-09-01 14:48:05,saya mengucapkan bnyak trimakasih kepada developer yang telah membuat aplikasi ini apk nya sangat membantu sayaaa pokonyaa berguna banget gak nyesel kolo di instal,Positive,saya mengucapkan bnyak trimakasih kepada developer yang telah membuat aplikasi ini apk nya sangat membantu sayaaa pokonyaa berguna banget gak nyesel kolo di instal,bnyak trimakasih developer aplikasi apk nya membantu sayaaa pokonyaa berguna banget gak nyesel kolo instal,"['bnyak', 'trimakasih', 'developer', 'aplikasi', 'apk', 'nya', 'membantu', 'sayaaa', 'pokonyaa', 'berguna', 'banget', 'gak', 'nyesel', 'kolo', 'instal']",bnyak trimakasih developer aplikasi apk nya bantu sayaaa pokonyaa guna banget gak nyesel kolo instal
Yunus,5,2023-07-29 21:22:58,Tolong agar teks pertanyaannya bisa di edit ulang atau di sunting seperti di versi webnya.,Positive,tolong agar teks pertanyaannya bisa di edit ulang atau di sunting seperti di versi webnya,tolong teks pertanyaannya edit ulang sunting versi webnya,"['tolong', 'teks', 'pertanyaannya', 'edit', 'ulang', 'sunting', 'versi', 'webnya']",tolong teks tanya edit ulang sunting versi webnya
えSyahputra,5,2023-07-29 08:58:58,apknya keren hampir sama fiturnya.... semoga ada fitur tambahan -edit teks,Positive,apknya keren hampir sama fiturnya semoga ada fitur tambahan edit teks,apknya keren fiturnya semoga fitur tambahan edit teks,"['apknya', 'keren', 'fiturnya', 'semoga', 'fitur', 'tambahan', 'edit', 'teks']",apknya keren fiturnya moga fitur tambah edit teks
Muhammad ihsan,4,2023-07-31 18:07:01,Aplikasi ini sangat membantu saya dalam membuat ide konten dan kalimat promosi suatu barang,Positive,aplikasi ini sangat membantu saya dalam membuat ide konten dan kalimat promosi suatu barang,aplikasi membantu ide konten kalimat promosi barang,"['aplikasi', 'membantu', 'ide', 'konten', 'kalimat', 'promosi', 'barang']",aplikasi bantu ide konten kalimat promosi barang
Reza Febriansyah,5,2023-07-29 20:35:06,Sejauh ini bagus! Tingkatkan Dev. Kalo bisa untuk source code kasih warna agak terlihat bagus,Positive,sejauh ini bagus tingkatkan dev kalo bisa untuk source code kasih warna agak terlihat bagus,bagus tingkatkan dev kalo source code kasih warna bagus,"['bagus', 'tingkatkan', 'dev', 'kalo', 'source', 'code', 'kasih', 'warna', 'bagus']",bagus tingkat dev kalo source code kasih warna bagus
Andi Junaidin,4,2023-09-05 22:16:29,Tolong devoloper perbaikan bug jaringan nya mengganggu sekali itu saja keluhan dari saya,Positive,tolong devoloper perbaikan bug jaringan nya mengganggu sekali itu saja keluhan dari saya,tolong devoloper perbaikan bug jaringan nya mengganggu keluhan,"['tolong', 'devoloper', 'perbaikan', 'bug', 'jaringan', 'nya', 'mengganggu', 'keluhan']",tolong devoloper baik bug jaring nya ganggu keluh
Mr. Roditya,5,2023-09-04 13:30:50,"Bagus banget! Ngebantu banget kalo lagi ada tugas, karena bisa tau inti dari tugasnya",Positive,bagus banget ngebantu banget kalo lagi ada tugas karena bisa tau inti dari tugasnya,bagus banget ngebantu banget kalo tugas tau inti tugasnya,"['bagus', 'banget', 'ngebantu', 'banget', 'kalo', 'tugas', 'tau', 'inti', 'tugasnya']",bagus banget ngebantu banget kalo tugas tau inti tugas
zz,1,2023-08-01 00:35:10,"Ga bisa login, alasannya koneksi tidak stabil padahal ga ada masalah",Negative,ga bisa login alasannya koneksi tidak stabil padahal ga ada masalah,ga login alasannya koneksi stabil ga,"['ga', 'login', 'alasannya', 'koneksi', 'stabil', 'ga']",ga login alas koneksi stabil ga
Fatimia Rahma,2,2023-08-31 22:13:08,Sangat mengecewakan. Kenapa koneksinya sekarang lebih sering lemot padahal internet lancar.,Negative,sangat mengecewakan kenapa koneksinya sekarang lebih sering lemot padahal internet lancar,mengecewakan koneksinya lemot internet lancar,"['mengecewakan', 'koneksinya', 'lemot', 'internet', 'lancar']",kecewa koneksi lot internet lancar
mrfzul,5,2023-08-29 08:58:34,"suka banget, btw tolong diupdate informasi nya hingga informasi terbaru saat ini",Positive,suka banget btw tolong diupdate informasi nya hingga informasi terbaru saat ini,suka banget btw tolong diupdate informasi nya informasi terbaru,"['suka', 'banget', 'btw', 'tolong', 'diupdate', 'informasi', 'nya', 'informasi', 'terbaru']",suka banget btw tolong diupdate informasi nya informasi baru
Rifky Ibrahim,5,2023-07-29 09:58:26,"Menurut saya bagus, tidak ada pembatasan pertanyaan, jadi bisa menggunakannya terus menerus",Positive,menurut saya bagus tidak ada pembatasan pertanyaan jadi bisa menggunakannya terus menerus,bagus pembatasan menggunakannya menerus,"['bagus', 'pembatasan', 'menggunakannya', 'menerus']",bagus batas guna terus
Damianus Sukardi,4,2023-07-31 11:23:02,"Oke lah, cuma infonya masih sebatas sampai september 2021. Kalau sudah update mungkin lebih josss lagi...",Positive,oke lah cuma infonya masih sebatas sampai september  kalau sudah update mungkin lebih josss lagi,oke infonya sebatas september update josss,"['oke', 'infonya', 'sebatas', 'september', 'update', 'josss']",oke info batas september update josss
Iyan Paok,5,2023-08-31 07:19:33,bagus banget apk ny bisa membantu ngerjain tugas sekolah.👍😁,Positive,bagus banget apk ny bisa membantu ngerjain tugas sekolah,bagus banget apk ny membantu ngerjain tugas sekolah,"['bagus', 'banget', 'apk', 'ny', 'membantu', 'ngerjain', 'tugas', 'sekolah']",bagus banget apk ny bantu ngerjain tugas sekolah
Yogak Julian,5,2023-08-06 18:04:54,"Kenapa untuk android versi nougat tidak bisa dibuka ya aplikasinya,apakah tidak suport?",Positive,kenapa untuk android versi nougat tidak bisa dibuka ya aplikasinyaapakah tidak suport,android versi nougat dibuka ya aplikasinyaapakah suport,"['android', 'versi', 'nougat', 'dibuka', 'ya', 'aplikasinyaapakah', 'suport']",android versi nougat buka ya aplikasinyaapakah suport
Barkah Ilhammulloh,5,2023-07-28 13:11:26,Bagus banget dan sangat worth it untuk tugas dan pekerjaan apalagi freelance,Positive,bagus banget dan sangat worth it untuk tugas dan pekerjaan apalagi freelance,bagus banget worth it tugas pekerjaan freelance,"['bagus', 'banget', 'worth', 'it', 'tugas', 'pekerjaan', 'freelance']",bagus banget worth it tugas kerja freelance
Account Google,5,2023-08-28 18:26:18,Bagus banget tapi masih terbatas Informasi nya dan harus ikut premium GPT-4,Positive,bagus banget tapi masih terbatas informasi nya dan harus ikut premium gpt,bagus banget terbatas informasi nya premium gpt,"['bagus', 'banget', 'terbatas', 'informasi', 'nya', 'premium', 'gpt']",bagus banget batas informasi nya premium gpt
Maku No Kazu,5,2023-08-31 10:52:37,"syukurlah sekarang ada versi apps nya, jadi mudah bangen mau pakainya",Positive,syukurlah sekarang ada versi apps nya jadi mudah bangen mau pakainya,syukurlah versi apps nya mudah bangen pakainya,"['syukurlah', 'versi', 'apps', 'nya', 'mudah', 'bangen', 'pakainya']",syukur versi apps nya mudah bangen pakai
Stainard Rarsina,5,2023-07-29 19:56:25,"Versi apk sangat bagus👌 Cepat sekali respon untuk pertanyaan"" yang kita ajukan💯",Positive,versi apk sangat bagus cepat sekali respon untuk pertanyaan yang kita ajukan,versi apk bagus cepat respon ajukan,"['versi', 'apk', 'bagus', 'cepat', 'respon', 'ajukan']",versi apk bagus cepat respon aju
NooBangkit -,5,2023-07-28 04:14:27,"Mantap, historynya juga masih terbaca meski fiturnya belum seperti di web",Positive,mantap historynya juga masih terbaca meski fiturnya belum seperti di web,mantap historynya terbaca fiturnya web,"['mantap', 'historynya', 'terbaca', 'fiturnya', 'web']",mantap historynya baca fiturnya web
Chalif Gusasi,5,2023-10-02 20:58:43,"Aplikasi yang sangat membantu kehidupan sehari-hari saya, terutama tugas sekolah saya👍👍👍",Positive,aplikasi yang sangat membantu kehidupan seharihari saya terutama tugas sekolah saya,aplikasi membantu kehidupan seharihari tugas sekolah,"['aplikasi', 'membantu', 'kehidupan', 'seharihari', 'tugas', 'sekolah']",aplikasi bantu hidup seharihari tugas sekolah
