userName,score,at,content,label
rifqi farizi,5,2023-09-18 22:51:51,Ai makin berkembang tapi harus di upgrade lagi sih biar makin 100% akurat,Positive
Mochamad Rivaldi,5,2023-08-31 09:11:58,"Baguss, ChatGPT sangat membantu saya ketika dalam melakukan pekerjaan dan masih banyak lainnya. Terus kembangkan untuk selalu menjadi yang terbaik 👍👍",Positive
Shinta Komala,5,2023-10-04 17:18:01,Sangat bermanfaat bagi anak Sekolah yg kurang Mengerti mathematika,Positive
Muhammad Tesya Abdullah,5,2023-08-16 10:32:04,"Apk nya bagus mungkin yang kurang itu cuma pengetahuan yg terbatas di September 2021 serta, tolong next update kasih fitur web, gambar dll 👍",Positive
Muhammad Kori,5,2023-09-10 10:22:00,"Pengalaman yang seru melalui gptrain , kalian coba tidak rugi didalamnya semua pertanyaan pasti terjawab tentunya yang masuk akal yaa....",Positive
Azkha Adittya,5,2023-09-28 12:18:51,aplikasi nya bagus cocok untuk mengurangi kegabutan,Positive
Kentang Goreng,3,2023-09-18 09:22:00,terkadang masih kurang akurat jawabannya dan katanya informasi nya terbatas sampai ditahun september 2021 namun saya tanya soal itu sudah ada ditahun sebelum 2021,Neutral
kang li chanel,4,2023-08-18 05:02:27,"Aplikasi simple yang sangat bermanfaat! Thanks for app, semoga kedepannya makin berkembang dan memberikan banyak manfaatnya. Good job",Positive
Rizky,5,2023-09-21 08:40:11,Aplikasinya sudah bagus tapi tanggal update di percepat agar informasi lebih luas THANKS FOR YOU,Positive
Awang Suardi Bangka,5,2023-09-13 11:55:29,recomend banget. karena cukup jadi solusi cerdas untuk pencarian masalah yang sedang dihadapi.,Positive
Rafiati Alwiah,5,2023-09-17 10:53:57,jawaban yang di berikan sesuai dgn harapan serta sangat cepat dalam memberikan jawaban tidak ada iklan,Positive
Abyan Abimanyu,5,2023-09-16 19:52:24,"sangat membantu tugas perkuliahan, setidaknya untuk paraphrase dan mengurutkan",Positive
Davidteguh,5,2023-09-12 20:22:14,Bagus banget aplikasi nya tapi... terkadang beberapa pertanyaan lama banget dijawab tolong ditingkatkan lagi AI nya 🙏🙏,Positive
MARIA DEVINA,5,2023-09-13 11:29:09,sejauh ini bagus untuk mencari ide konten dan juga script untuk mereview produk yang dijual.,Positive
Muhammad Rafifalfarizi,5,2023-09-11 22:45:04,"Chat gt sangatlah membantu saya dalam informasi penting, akan tetapi chatgpt hanya memberikan informasi hingga September 2021 , mohon untuk ditingkatkan lagi untuk informasinya agar akurat dan valid, oke sekian nih bintang 🌟🌟🌟🌟🌟 beri apresiasi untuk chatgpt",Positive
Siska Amelia,5,2023-09-07 16:03:12,"Chat Gpt memang hebat,aku suka sangat membantu untuk sercing tugas dengan cepat..",Positive
Muh Fadli,5,2023-09-15 13:44:05,"Aplikasi ini sangat membantu mengerjakan tugas yang susah, tapi dengan adanya ini jadi clear dah tugasku 🙏🙏👍",Positive
Andi Junaidin,4,2023-09-05 22:16:29,Tolong devoloper perbaikan bug jaringan nya mengganggu sekali itu saja keluhan dari saya,Positive
Jodi Pratama Siregar,4,2023-09-09 22:33:47,"Aplikasinya udh bagus, tapi kadang AI gak bisa menjawab pertanyaan apa yang kita berikan.",Positive
INFINIX SMARTPHONE,5,2023-09-09 10:04:48,"bagus banget pliss😭, tpi tolong jaga tingkat keamanan nya yaaa",Positive
Andy Marisa,1,2023-08-05 23:13:45,"Network error terus, hampir gak bisa digunakan. Padahal jaringan bagus. Uninstall aja deh, tidak berguna",Negative
Ihsan Kurniawan,5,2023-10-03 06:35:04,"Aplikasi yang sangat bermanfaat, smoga databasenya selalui diperbaharui tiap hari oleh developer",Positive
Rapi Da,5,2023-08-19 11:37:32,Sangat mudah mencari informasi . Dan setiap kekurangan pasti ada kelebihan,Positive
bagus bagus dani,5,2023-10-03 19:58:35,"aplikasi nya sangat membantu, dan tolong diperbarui agar informasi nya menjadi 2023",Positive
zamzami alfharedo,5,2023-09-11 11:47:29,Lumayan bagusss tapi batas nya pertanyaan sampai 2021 doang mungkin kedepannya ada update yang bagus 👊🏻,Positive
KHOMAIDI,5,2023-09-04 12:42:57,"""Saya sangat terkesan dengan kemampuan ChatGPT. Ini adalah asisten pintar yang membantu saya dengan berbagai pertanyaan dan tugas. Saya benar-benar menghargai respons cepat dan informasi yang berguna yang diberikan. Terima kasih, ChatGPT!""",Positive
Arsyid Firdaus,5,2023-09-06 13:18:13,"sangat berguna sebagai tanya jawab, yang diperlukan untuk saat ini hanya perbaruan saja.",Positive
Mr. Acho,5,2023-08-11 13:07:19,app ini sangat membantu sekali...memudahkan para conten creatif untuk mendapatkan ide ide yg positif,Positive
fαɾнawc,5,2023-08-22 11:02:20,"sangat membantu dalam menyelesaikan masalah,maupun dari pelajaran,atau hal lainnya, kekurangan nya hanya batas 2 jam,dan batas pengetahuan 2021",Positive
Rizal,4,2023-07-30 11:43:36,"Udah bagus, cuma saran saya , dinext update tolong tambahkan edit pesan yang sudah dikirim, seperti yang di web",Positive
Dedy zee,4,2023-07-29 13:19:26,"Bagus juga apps ini,tapi sayangnya chat GPT tidak bisa berbicara, semoga kedepannya bisa di buat untuk bersuara",Positive
Yopi Kurniadi,5,2023-07-29 14:55:31,"Mantap... Keren 👍👍👍 jawaban2 terjadi secara pada umumnya/garis besarnya, manusiawi, signifikan, logic, keamanan, privasi dan legal...",Positive
Dchrys 20,5,2023-07-28 17:23:03,"Aplikasi nya sangat bagus , karena bisa membantu kita untuk mengerjakan tugas tugas sekolah",Positive
HASYIM56,5,2023-08-30 01:54:43,"Saya sangat puas setelah menggunakan chagpt ini, karena sudah memberikan jawaban yang sangat akurat dan juga sangat membantu saya dalam mengerjakan pr (pekerjaan rumah) 🗿",Positive
Ilham,5,2023-07-29 06:35:54,"Terimakasih untuk developer aplikasi yang sangat berguna fast dalam memberikan jawaban, semoga bisa lebih baik kedepan nya thanks 😀😀",Positive
Rizki,4,2023-08-13 17:57:56,"sudah sangat bagus, namun setiap jawaban masih tersa sedikit kaku namun itu bisa diperbaiki",Positive
Melzy Craft,5,2023-08-28 19:39:32,akhirnya liris versi play store nya aku harap banyak fitur yang akan di tambahkan di sini contoh : text to image,Positive
Alvin Kalacakra,5,2023-07-28 10:33:45,"App yg bagus utk bisa akses ChatGPT tanpa web browser, mungkin kedepannya bisa ditingkatkan lagi",Positive
Agus Pribadi,5,2023-07-29 10:17:06,"Ringan banget dan bisa lebih efektif menggunakan suara, jadi lebih cepat.",Positive
Ahmad Burhani,5,2023-09-01 14:48:05,saya mengucapkan bnyak trimakasih kepada developer yang telah membuat aplikasi ini apk nya sangat membantu sayaaa pokonyaa berguna banget gak nyesel kolo di instal,Positive
Yunus,5,2023-07-29 21:22:58,Tolong agar teks pertanyaannya bisa di edit ulang atau di sunting seperti di versi webnya.,Positive
えSyahputra,5,2023-07-29 08:58:58,apknya keren hampir sama fiturnya.... semoga ada fitur tambahan -edit teks,Positive
Muhammad ihsan,4,2023-07-31 18:07:01,Aplikasi ini sangat membantu saya dalam membuat ide konten dan kalimat promosi suatu barang,Positive
Reza Febriansyah,5,2023-07-29 20:35:06,Sejauh ini bagus! Tingkatkan Dev. Kalo bisa untuk source code kasih warna agak terlihat bagus,Positive
Mr. Roditya,5,2023-09-04 13:30:50,"Bagus banget! Ngebantu banget kalo lagi ada tugas, karena bisa tau inti dari tugasnya",Positive
zz,1,2023-08-01 00:35:10,"Ga bisa login, alasannya koneksi tidak stabil padahal ga ada masalah",Negative
Fatimia Rahma,2,2023-08-31 22:13:08,Sangat mengecewakan. Kenapa koneksinya sekarang lebih sering lemot padahal internet lancar.,Negative
mrfzul,5,2023-08-29 08:58:34,"suka banget, btw tolong diupdate informasi nya hingga informasi terbaru saat ini",Positive
Rifky Ibrahim,5,2023-07-29 09:58:26,"Menurut saya bagus, tidak ada pembatasan pertanyaan, jadi bisa menggunakannya terus menerus",Positive
Damianus Sukardi,4,2023-07-31 11:23:02,"Oke lah, cuma infonya masih sebatas sampai september 2021. Kalau sudah update mungkin lebih josss lagi...",Positive
Iyan Paok,5,2023-08-31 07:19:33,bagus banget apk ny bisa membantu ngerjain tugas sekolah.👍😁,Positive
Yogak Julian,5,2023-08-06 18:04:54,"Kenapa untuk android versi nougat tidak bisa dibuka ya aplikasinya,apakah tidak suport?",Positive
Barkah Ilhammulloh,5,2023-07-28 13:11:26,Bagus banget dan sangat worth it untuk tugas dan pekerjaan apalagi freelance,Positive
Account Google,5,2023-08-28 18:26:18,Bagus banget tapi masih terbatas Informasi nya dan harus ikut premium GPT-4,Positive
Maku No Kazu,5,2023-08-31 10:52:37,"syukurlah sekarang ada versi apps nya, jadi mudah bangen mau pakainya",Positive
Stainard Rarsina,5,2023-07-29 19:56:25,"Versi apk sangat bagus👌 Cepat sekali respon untuk pertanyaan"" yang kita ajukan💯",Positive
NooBangkit -,5,2023-07-28 04:14:27,"Mantap, historynya juga masih terbaca meski fiturnya belum seperti di web",Positive
Chalif Gusasi,5,2023-10-02 20:58:43,"Aplikasi yang sangat membantu kehidupan sehari-hari saya, terutama tugas sekolah saya👍👍👍",Positive
seto kuncoro,1,2023-09-20 11:10:45,"saya menyesal berlangganan sebulan untuk mencoba ChatGPT4, himbauan kepada user lainnya, jangan pernah mengeluarkan uang untuk berlangganan chatGPT4, karena batas knowledge knowledge ChatGPT4 sama dengan ChatGPT3.5. Rugi besar kalian berlangganan ChatGPT4!!!",Negative
R.P K A,5,2023-08-21 19:26:51,"Ini baru aplikasi chatgpt yang asli buatan open ai. Gak kayak aplikasi yang lain, bawa-bawa nama chatgpt tau-taunya gadungan 😂😂",Positive
Faiz Sentosa,3,2023-09-03 18:59:39,"Kenapa kok tiba-tiba jadi dibatasin kemampuan chat GPT, jadi aneh chat GPT nya.",Neutral
Ertanto Sang Comandan Tertinggi,3,2023-07-28 08:19:46,"Hasil jawabannya berulang-ulang dan tidak akurat, update pengetahuannya hanya terhenti di september 2021.",Neutral
Serial Designation V,5,2023-09-03 07:17:55,"aplikasi ini bisa membuat cerita tentang imajinasi kita sendiri,aplikasi nya bagus",Positive
Adyatma Eka Santosa,5,2023-08-31 05:47:00,Sangat membantu dalam segala hal!🤩 Resep makanan sekalipun 😍,Positive
Ilma Syahnaya,5,2023-09-14 13:53:11,kaya akan kemudahan dan sangat membantu dalam kata kata yang indah.,Positive
NB,5,2023-08-26 16:05:11,aplikasi yang sangat bagus dan mind blowing jika digunakan dengan tepat aplikasi ini dapat memberikan manfaat lebih untuk kita,Positive
AchmadmuftiN,1,2023-10-03 14:23:33,Ga bisa login daftar nomor blm di kirim verifikasi nya tolong di fix,Negative
Hidayatul Ilham,5,2023-09-04 19:48:22,"Bagus, sangat membantu jika ingin menanyakan sesuatu atau pas lagi gabut. Pokoknya best lah",Positive
Gtiugh Xxhu,1,2023-10-04 20:19:57,Tidak bisa login setelah membuat akun sampai saya buat akun 3 kali tetap saja tidak berhasil,Negative
anam zuhrul,5,2023-07-29 11:27:03,Berguna banget buat ngerjain tugas sekolah apk ini work sekali sama yg diatas thank's developer 👌,Positive
Daffa Celeron,5,2023-07-28 14:55:19,"ditunggu chatgpt-4 versi aplikasi android, dan aplikasi untuk pc juga",Positive
Rian santana,5,2023-07-27 22:51:29,"Bagus,simple Semoga pengetahuannya dapat pembaruan",Positive
Brawl Mini,5,2023-10-03 20:45:42,sangat membantu bila ada pertanyaan yang sulit kita pikirkan🕊️,Positive
salman,4,2023-07-29 19:41:35,"Lumayan, coba perbaiki lagi histori chat nya karena kadang masih suka menghilang padahal gak dihapus.",Positive
Dwicky Chandra Rianto,5,2023-07-27 22:53:01,Keren sih akurat seperti di website nya dan juga lebih ringan juga penggunaan nya hanya 5 mb saja,Positive
Aden,5,2023-08-28 10:45:12,"hahah, tolong tambahkan fitur gambar/memindai gambar",Positive
Adit Adit,1,2023-08-26 20:09:44,kok bisa network error padahal wifi ku masih enak enak aja,Negative
Trinah,5,2023-09-07 18:21:42,"sangat bagus, trimakasih openAI, kegiatan menjadi mudah dengan chatGPT",Positive
SM SEGAR MANIS,5,2023-07-27 23:04:15,Keren...!! ChatGPT sudah ada di playstore. Aplikasi paling ditunggu2 ini ?!?,Positive
Kamilin Masbro,5,2023-08-29 19:14:18,Aplikasi yang sangat membantu buat mencari informasi yang di butuhkan :v,Positive
Andika Dipta,5,2023-10-03 19:50:29,"Aplikasi ini sangat bagus,saya bisa bertanya Dan saya juga bisa seperti mengobrol dengan ai 👍👍👍",Positive
Difficult Games,4,2023-08-29 19:24:20,bug pada saat menulis dan AI sering menebak nebak jawaban(sesat),Positive
HAMZAH,5,2023-08-26 13:29:48,"Semoga Akses Dengan Pembaca Layar, Bagi Para Pengguna Disabilitas Netra",Positive
Selamat Riyadi,3,2023-08-02 19:17:22,"Blm update database tahun berjalan, masih stuck di September 2021",Neutral
Kyy solin,2,2023-07-28 13:24:02,Tolong untuk respon dari chat gpt nya mohon di lebih bisa di percepat untuk versi gratisnya.,Negative
Nurul Maulida,5,2023-09-10 22:00:58,sangat membantu dalam segala hal. terima kasih banyak sudah membantu ku !! ♡,Positive
vibur254,5,2023-08-09 22:39:41,"chat nya bekerja dengan baik terimakasih atas aplikasinya, ini sangat membantu",Positive
Muh Maulana Ardiansyah,4,2023-08-07 21:51:08,"Aplikasinya bagus tapi yang kurang itu,nggak diupdate karena itu aplikasinya nggak terlalu berguna",Positive
dwi combet,5,2023-09-20 07:54:32,aplikasi yang sangat lah tidak mendidik disarankan untuk tidak di dowload,Positive
Billy Lim,5,2023-09-25 08:54:17,"Langsung Menjawab dalam sekali ketik saja, terimakasih",Positive
Riza Jake,5,2023-09-14 19:30:16,Bagus banget ini mah! gak cuman untuk nyari ilmu doang. tapi juga bisa diajak curhat dan cerita juga 😃,Positive
Kokoro,4,2023-07-27 23:04:54,Alangkah baiknya kalau hasil untuk kode pemrograman dibuat berwarna seperti versi websitenya,Positive
Qinnaya,1,2023-09-24 21:03:39,Aplikasi ini sangat tidak bagus saya sangatla marah dan saya akan menghapus aplikasi ini 😡😡😡,Negative
Dorry GMP Property,5,2023-09-08 10:24:18,cepat dan tepat terjawab semoga bisa bermanfaat terus,Positive
Sofia Hade,1,2023-08-03 06:18:55,Masa apk ini tidak bisa di download di HP saya yang satunya padahal versi sistem HP sy sudah yang terbaru. Tolong dong bisain download ke HP redmi 6A,Negative
zan,5,2023-09-28 11:42:44,Tolong tambahkan fitur cari di halaman chat,Positive
Ilham Firdaus,5,2023-10-02 14:32:22,sangat menarik dengan bantuan AI yang membantu dalam keseharian saat membutuhkan hal yang sangat mendesak,Positive
Eranatasia weli,5,2023-09-20 20:08:46,"sangat cepat, dan memuaskan",Positive
Romi Agustia,5,2023-09-19 09:44:50,"Inovasi yang luar biasa, sangat membantu",Positive
heru sugiharto,5,2023-08-28 06:44:07,luar biasa mantap sangat membantu utk bikin artikel,Positive
Rafie Rahadian,5,2023-09-11 19:36:07,"Bagus banget, ringan, berguna ngerjain tugas atau yang lainnya, dan aplikasinya juga gratis",Positive
Saka Kristiant,5,2023-07-28 04:12:14,"Sudah terinstal, dan kesan pertama lebih simple dan lebih mudah digunakan dibanding versi web.",Positive
Ariful Huda,4,2023-07-27 22:49:17,Semoga terus lebih baik dan tanpa iklan dan izin seminim mungkin,Positive
Satria Garda,5,2023-09-08 18:50:05,"Aplikasi AI keren,cepat,mantap,tepat👏",Positive
Angga Sudana,5,2023-08-20 20:17:55,sangat berguna untuk kebutuhan sehari-hari maupun mendatang,Positive
Paiman Pradana,5,2023-09-01 20:45:24,"Sangat sangat membantu, cepat, baik dan akurat",Positive
Tomy Nurdiana,5,2023-10-04 22:50:58,Aplikasi yang sangat berguna sekali membuat kita menjadi semakin produktif,Positive
Mc King Chanel,5,2023-09-01 13:01:46,gamenya sangat bagus tapi terkadang lag padahal sinyal bagus,Positive
Syaifuddin Naim,5,2023-08-21 11:47:38,Sangat mudah digunakan dan kerja lebih cepat.,Positive
Rangga Epra Lukas,5,2023-08-02 19:56:55,"Chatgpt terbaik sepanjang masa, memiliki Akses tanpa batasan",Positive
Nameri,5,2023-08-28 10:50:19,"Salah satu aplikasi terbaik , terima kasih sudah menyediakan versi android",Positive
Muhammad Zaini,5,2023-07-28 16:40:52,Aplikasi bagus tapi ga bisa bahasa Indonesia,Positive
Sulas Tri,5,2023-09-14 13:34:48,penjelasannyq sangat mudah di pahami,Positive
Juan endro Ritonga,4,2023-10-03 08:50:23,"memuaskan,tapi kalau soal mtk lebih di mantapkan lagi👍",Positive
Muhammad Abdurrahman Haitami,5,2023-09-19 08:02:39,"asal masih bisa buat kaum gratis an , masih aman rating mu",Positive
Agus Riyanto,5,2023-09-15 18:24:40,Sangat membantu dalam belajar,Positive
Yohanes Suprapto,1,2023-09-30 12:33:07,"Tidak bisa daftar,susah bgt dapet kode,nya..",Negative
Fakhri Nurrahman,5,2023-10-04 15:31:51,sangat berguna untuk keperluan tugas,Positive
Nelson F.T,5,2023-10-02 21:36:04,Sangat bagus dan bermanfaat bagi generasi mendatang 😁,Positive
Nulin Nulin,5,2023-10-04 08:48:40,app ini sangat membantu saat saya mencari materi belajar,Positive
Hendrawan Nurcahyono,5,2023-09-25 14:44:19,Bagus bisa membantu dalam berbagai pekerjaan,Positive
KHARISMA PUTRI WIBOWO,5,2023-09-13 01:15:12,saya amat sangat bahagia telah menemukan ChatGPT .. merupakan penemuan yang luar biasa . saya bisa berdiskusi dan menanyakan banyak hal saya cinta chat GPT,Positive
LorDRuB suc die ༭ོ,5,2023-10-04 20:06:49,"bagusss banget kerenn, bikin mood belajar thankss",Positive
Syafiq Nuhaa,5,2023-09-18 20:33:04,"Tekhnologi yang sangat berguna untuk saya, terimakasih",Positive
Yudhi top,5,2023-09-26 00:40:21,"the best,tidak bisa berkata-kata selain terimaksih",Positive
Hario rahmadi,5,2023-09-14 20:01:52,Aplikasi ini sangat membantu sekali dalam mencari informasi saya sangat merekomendasikan aplikasi ini,Positive
Dede Arip,5,2023-09-17 18:49:54,Keren sangat membantu mengerjakan tugas,Positive
Iilis Karlina,5,2023-10-01 11:07:27,"Selama dia gratis. Dia keren, dia okeh . Bintang 5",Positive
Muhammad Faqih Robbani,1,2023-09-15 19:14:21,Papan keyboard ny gaje g muncul kek mana mau ngetik lah,Negative
TweakXR,5,2023-10-02 09:04:59,Akhirnya ga perlu buka situs situs lagi. Lewat sini lebih cepet 👍,Positive
Muhammad Faiz Ali,5,2023-08-29 10:56:52,sangat baik. pertahankan dan selalu tingkatkan,Positive
Adad Maulana J,4,2023-07-28 00:30:59,Semoga di Update selanjutnya Bisa menambah lan Data tahun sekarang,Positive
YabesRafhael,5,2023-07-31 18:20:25,"Bagus, terimakasih Karena sudah memberikan premium gratis🤓",Positive
Sion Aja,5,2023-07-28 12:48:04,Bagus sih tapi bisakah ditambahin edit text,Positive
HERIANTO,5,2023-07-28 04:50:47,"Saya sangat senang chatgpt akhirnya hadir di android, semoga kedepannya fitur2 nya dapat ditingkatkan lagi agar menjadi lebih baik lagi 👍",Positive
Raymond Wiryajaya,1,2023-09-22 11:21:54,Katanya aplikasi nya canggih kok jawabannya ngawur dan jawaban nya 2021 ini aplikasi apa apa an semoga aplikasi ini di blokir,Negative
Syarifki Al faisal,4,2023-07-29 21:33:49,Bagus sih cuma chat GPT memiliki akses data/info sampai September 2021 saja,Positive
Ernesto Yoofi,5,2023-07-28 00:23:50,"Bagus, sama seperti versi web, tapi lebih simple",Positive
Akmal Rizqi Naim,5,2023-08-25 16:42:09,"Sangat membantu tugas dan motivasi,tutorial, DLL Terimakasih Chat GPT",Positive
Muhammad Rizki,5,2023-09-25 13:57:58,Bagus tapi tolong di tambah lagi pengetahuannya ini kan cuma sampe 2021 tamah lagi lah 2023 gitu,Positive
RYUUZOU FACT,4,2023-09-06 16:52:16,"kurang lengkap, belum ada semua data tokoh di dunia",Positive
Arridzky,5,2023-07-28 02:56:01,Sangat bagus memudahkan untuk mencari jawaban!!!,Positive
Sania Puspitasari,5,2023-09-05 08:21:01,semoga kedepannya fiturnya semakin bagus 👍,Positive
Yoyok Yoyok,5,2023-10-02 17:59:10,Aplikasi yang segera memberi jawaban dari referensi yang kita butuhkan,Positive
Oki Daulay,4,2023-09-16 05:39:41,"belum referensi terbaru, tapi cukup membantu",Positive
Putra Satria Utama,5,2023-09-04 10:42:31,Penggunaan yang mudah dan sangat membantu,Positive
Braiyen King,2,2023-07-30 19:51:20,"Banyak yang mengalami kesulitan untuk login, saya berharap developer memperhatikan ini 🙏",Negative
sudrajat ajat,5,2023-08-20 20:51:44,ChatGPT sangat membantu memecahkan masalah dalam berbagai bidang ilmu pengetahuan,Positive
Satria Naliqa,5,2023-07-28 06:49:52,"Keren banget, bisa nyoba di android",Positive
01. Abi Putra Ramadhani RPL A,5,2023-09-02 19:28:05,Sangat membantu bagi kami para pelajar dalam mengerjakan tugas dan memudahkan mencari informasi terkait banyak hal,Positive
Petapa Genit,5,2023-09-14 21:46:39,chatgpt selanjutnya harus dilengkapi fitur gambar dan vidio,Positive
Chesta Adabi Ryano,5,2023-09-10 06:14:13,aplikasi ringan .pintar gratis dan sangat membantu,Positive
Freddi Bobby,3,2023-09-05 10:25:31,bagus tapi responsifnya terlalu lambat masig loafing kat latnya,Neutral
Muhammad Hafidz,5,2023-08-01 17:21:52,Sangat bagus apk nya bagus buat coding,Positive
uganisme irullah,5,2023-09-03 10:45:21,Mohon maaf tapi kok ga bisa login padahal lancar banget,Positive
Babel Auto,5,2023-09-12 07:42:36,"bagus, ... iya udah bagus kok, singkat,jelas,padat kan?",Positive
Jibae Huntfans,5,2023-09-04 21:15:39,sangat membantu dengan informasinya walaupun mungkin sedikit kurang tepat? ...,Positive
Rifky Danu,5,2023-09-07 00:59:46,Sangat membantu dan mudah dipahami,Positive
Andi Kurniawan,5,2023-09-21 09:41:27,Murahin fitur premiumnya biar cocok buat kantong pelajar:(,Positive
Gery Bambi,5,2023-09-30 15:59:01,"Ini aplikasi bagussss bangetttttt. Buat para pengguna baru mending didownload di jamin berguna buat kalian, real no fake",Positive
joko santoso,5,2023-09-07 07:26:04,"Alhamdulillah, sangat baik setiap kalimat yang tertulis",Positive
R1fqi adli,5,2023-09-11 19:21:48,Teknologi yang luar biasa,Positive
Wildan Hadi Saputra,5,2023-09-11 21:21:16,Super duper hebat aplikasi ini langsung tanpa ragu kasih bintang 5,Positive
Raven Zi,5,2023-09-10 19:00:43,"sangat mudah, berguna banget 😁🤗",Positive
Anita,4,2023-09-08 22:10:56,Tambahin fitur untuk ngehapus pertanyaaan dong dan pulihin pesan supaya lebih gampang,Positive
Don Donces,4,2023-09-12 19:48:03,"Tidak update pengetahuan, terakhir sekolah 21 September 2021, data terjebak di masa pandemi.",Positive
Deniks Gery Antou,5,2023-09-13 12:15:30,Ditingkatkan lagi efisiensi dari AI,Positive
Rony Nur,5,2023-07-28 15:26:16,Mantab sungguh berguna.. sepertinya saya yang pertama buat ulasan dengan bahasa indonesia 🤲😂,Positive
Nurjaman XSimer,4,2023-07-29 18:46:36,"Sebagai user, saya sudah cukup lama menggunakan chatgpt ini, namun saya lebih suka memakai website nya daripada apk nya, sya kasih 4",Positive
London Ponsel,3,2023-09-28 10:26:55,Knp tidak bisa login dengan Gmail saya,Neutral
Dede Maulana,1,2023-09-14 17:00:59,Saya tidak bisa menggunakan aplikasinya karena tidak dikirim kodenya,Negative
Hari Koswara,5,2023-09-03 14:07:16,"Aplikasi sangat baik di gunakan,saya merasa terbantu sekali",Positive
Barge Alsar,5,2023-09-04 10:19:17,"Sangat membantu dalam menjawab pertanyaan, terimakasih chatGPT 🥰😁",Positive
Nicholas ciayau,5,2023-07-27 22:54:04,"Untuk sementara bagus, tapi aku ragu apakah ada batasan chat dengan ai",Positive
Harija Sadewa,5,2023-08-08 11:57:51,makasih chat GPT... semua informasi terasa lebih mudah,Positive
Muhammad Seno Aji Pratama,5,2023-07-28 05:49:39,"Aplikasi yang berguna, responnya dari pertanyaannya sama seperti di versi Web 👍🏼👍🏼",Positive
Sukma Hidayah,5,2023-07-28 21:28:47,Cukup membantu untuk mencari informasi,Positive
Zainal Arifin,5,2023-08-08 13:21:05,"Keren sekali, banyak membantu masalah yang dihadapi",Positive
Philipus HandyMan,5,2023-08-01 11:35:16,Bagus namun sayang harus diupdate pembendaraan wawasan nya semoga kedepan lebih baik dan bagus lagi,Positive
Afry namja Mahesa,5,2023-07-29 20:15:54,Bagus fast respon kaya versi Web nya,Positive
Peyol CahayaMahendra9111,5,2023-08-24 21:25:55,Saya kasih pertanyaan dijawap layak nya manusia tingkat kan lagi 😀👍,Positive
Melki Sedek,5,2023-08-27 21:14:18,"Apknya sangat membentu sekali, terimakasih ChatGPT.",Positive
Sebastian Vettel,5,2023-09-03 21:50:35,sangat berguna untuk edukasi.semangat developernya✌️,Positive
Esa Kurniawan,5,2023-09-05 04:25:37,Chat gpt nya kurang update masa masih ai di versi 2021 si,Positive
Rizky Dwi Saputra,5,2023-08-12 18:22:15,walaupun banyak aplikasi chatgpt namun yang offici jauh lebih baik,Positive
Irvan Mikhael,5,2023-08-29 19:05:29,Aplikasinya canggih dan berguna banget. Pokoknya saya approve deh 👍,Positive
Sutami Kim,5,2023-07-29 02:44:37,"Ada versi android nya, keren...",Positive
Rama Ahmad,5,2023-08-05 16:20:31,Update selalu AI nya biar mantap,Positive
2nd 2nd,4,2023-08-23 15:48:26,fitur premiumnya mahal banget,Positive
FADLI ZAKA RIA,5,2023-07-29 06:16:51,"Yang official lebih enak,dibanding aplikasi unofficial",Positive
Skull 501,4,2023-08-17 16:11:09,membantu tugasku(walau matematika ada yang meleset),Positive
Bruh,5,2023-09-05 19:01:22,Sangat berguna untuk membantu kegiatan sehari-hari,Positive
Asep Saputra,5,2023-08-16 18:00:24,Sangatt suka..seperti punya teman curhat😊😊😍ChatGPT KEREN.,Positive
Alun Pertiwi,5,2023-08-14 03:56:06,sangat bagus sesui dengan keinginan palajaran,Positive
Afgan Toha. S,5,2023-08-23 22:13:08,sangat sangat membantu saya baik dalam mengerjakan tugas maupun menanyakan hal hal lain,Positive
Muhammad Zhorif,5,2023-08-21 20:22:16,"wow, kaget saya ternyata teknologi nya di luar nurul😁😁",Positive
Ahmad Ainul Yaqin,5,2023-08-01 11:05:07,Alhamdulillah udah tersedia di mobile 😊,Positive
Gintera Ginting,5,2023-07-28 06:35:11,"Lebih suka Di browser, tapi baguss kok",Positive
Qwp Qwe,5,2023-08-22 17:51:02,Sangat sangat membantu sekali Terimakasih AI,Positive
Afrian Kugisaki,5,2023-08-23 12:30:15,"sangat bagus,dan sangat membantu,terimakasih open ai 🗣️💯💯",Positive
abdul hafidh hasan,5,2023-08-26 15:15:51,mantap memudahkan untuk mecari solusi dan permasalahan mengenai apa saja yg di butuhkan,Positive
Rambutan Asem,5,2023-07-28 20:34:15,Menurut saya aplikasi ini sudah oke untuk pembelajaran menggunakan ai,Positive
Zhetra San,5,2023-09-25 05:58:38,Jadi aplikasi nomor 1 di setiap hp yg aku pegang. Mantap lah,Positive
Purple King,5,2023-09-22 22:05:46,"keren bang, keren parah sumpah",Positive
Djumadil,5,2023-07-31 13:37:30,Bagus responnya lumayan cepat,Positive
Paw Paw,5,2023-10-01 17:18:19,"Mantap ChatGPT, sangat membantu mengerjakan pekerjaan sehari-hari, semoga penemu chatGPT dan orang-orang yang mengurus chatGPT diberikan kemuliaan karena telah membantu banyak sekali orang di dunia 😄",Positive
Karan Arkana Suroso,5,2023-08-14 20:37:51,aplikasi yg sangat keren dan sangat membantu,Positive
Rafi Adiwitya,5,2023-09-03 09:34:06,"Apk ini sangat bagus, saya sangat menyukai nya, ini sangat bermanfaat",Positive
